iter	Logloss
492	0.3113363497
493	0.3113310216
494	0.311324594
495	0.3113191129
496	0.3113124199
497	0.3113056244
498	0.3112998279
499	0.3112935294
500	0.3112866263
501	0.3112798905
502	0.3112742088
503	0.3112684531
504	0.3112604696
505	0.31125479
506	0.3112490437
507	0.3112422695
508	0.3112359879
509	0.3112298446
510	0.3112238952
511	0.3112170992
512	0.3112098946
513	0.3112023269
514	0.3111966999
515	0.3111918713
516	0.3111817368
517	0.3111753856
518	0.3111695677
519	0.3111625663
520	0.3111567604
521	0.3111497688
522	0.311144154
523	0.3111338689
524	0.3111275107
525	0.3111213556
526	0.3111168521
527	0.3111106661
528	0.3111017292
529	0.3110945367
530	0.3110883602
531	0.3110801545
532	0.3110728259
533	0.3110670509
534	0.3110613546
535	0.3110546426
536	0.3110490302
537	0.3110440294
538	0.3110372076
539	0.3110286501
540	0.3110221893
541	0.3110163856
542	0.3110088562
543	0.3110043242
544	0.3109997731
545	0.3109920528
546	0.3109863758
547	0.3109796684
548	0.3109746726
549	0.3109688953
550	0.3109641797
551	0.3109579985
552	0.3109523121
553	0.3109462283
554	0.3109401617
555	0.3109348098
556	0.3109277635
557	0.3109214772
558	0.3109156306
559	0.3109100207
560	0.3109051539
561	0.3108981334
562	0.3108924183
563	0.3108864498
564	0.3108797738
565	0.3108748282
566	0.3108701145
567	0.3108641078
568	0.3108596282
569	0.310854427
570	0.3108486066
571	0.3108431587
572	0.3108374506
573	0.310831298
574	0.3108252602
575	0.3108179578
576	0.310811559
577	0.3108060255
578	0.3108015246
579	0.3107945284
580	0.3107900299
581	0.3107850988
582	0.3107792801
583	0.310771667
584	0.3107662434
585	0.3107608054
586	0.3107538019
587	0.3107478669
588	0.3107428974
589	0.3107369813
590	0.310731835
591	0.3107255056
592	0.3107189923
593	0.3107134069
594	0.310707749
595	0.3107034084
596	0.3106977387
597	0.3106927765
598	0.3106874675
599	0.3106811786
600	0.3106758865
601	0.3106714882
602	0.3106664207
603	0.3106611837
604	0.3106550239
605	0.310648343
606	0.3106444252
607	0.3106373142
608	0.3106318636
609	0.3106249869
610	0.3106205816
611	0.310616298
612	0.3106125906
613	0.3106074467
614	0.3106023985
615	0.3105973375
616	0.3105918113
617	0.3105863113
618	0.3105802261
619	0.310574879
620	0.310569331
621	0.310564139
622	0.310559191
623	0.3105544511
624	0.3105504688
625	0.3105445695
626	0.3105402694
627	0.3105347456
628	0.3105318198
629	0.3105265015
630	0.3105222135
631	0.3105162234
632	0.3105107929
633	0.3105064591
634	0.3105013369
635	0.3104954618
636	0.3104897012
637	0.3104857812
638	0.3104805847
639	0.3104758855
640	0.3104711934
641	0.3104654613
642	0.3104601906
643	0.3104544323
644	0.310449819
645	0.3104457958
646	0.3104392483
647	0.3104346351
648	0.3104310066
649	0.3104255841
650	0.3104207222
651	0.310415815
652	0.3104101142
653	0.3104054936
654	0.3104006324
655	0.3103960025
656	0.3103909231
657	0.3103867688
658	0.3103826382
659	0.3103782807
660	0.3103739112
661	0.310367785
662	0.3103639389
663	0.3103583859
664	0.3103550394
665	0.3103514895
666	0.3103466349
667	0.3103396028
668	0.3103357354
669	0.3103313016
670	0.3103272858
671	0.3103227489
672	0.3103185228
673	0.3103130516
674	0.310307676
675	0.310302871
676	0.3102968738
677	0.3102925977
678	0.3102869256
679	0.310281079
680	0.3102759995
681	0.3102715082
682	0.3102657331
683	0.3102589684
684	0.310254587
685	0.3102500815
686	0.3102445267
687	0.3102394833
688	0.3102349083
689	0.3102313132
690	0.3102269031
691	0.3102220868
692	0.3102171246
693	0.3102128747
694	0.3102083355
695	0.3102017623
696	0.310197675
697	0.3101927965
698	0.3101892373
699	0.3101838569
